2025-11-24 22:06:52,108:INFO:Epoch 1, client_count 10, Algo: FedAvg, data_type: IID: train_accuracy=3.5220, test_accuracy=2.2900, train_loss=0.0708, test_loss=0.2855
2025-11-24 23:57:25,580:INFO:Epoch 22, client_count 10, Algo: FedRP (m=100), data_type: IID: train_accuracy=1.3900, test_accuracy=1.3300, train_loss=203470686.1875, test_loss=1302704181.8624
2025-11-24 23:58:35,879:INFO:Epoch 23, client_count 10, Algo: FedRP (m=100), data_type: IID: train_accuracy=1.4800, test_accuracy=1.9600, train_loss=1422486733.6192, test_loss=10007184459.3664
2025-11-24 23:59:45,934:INFO:Epoch 24, client_count 10, Algo: FedRP (m=100), data_type: IID: train_accuracy=1.4760, test_accuracy=1.3300, train_loss=9723569118.9043, test_loss=64436441546.7520
2025-11-25 00:00:56,177:INFO:Epoch 25, client_count 10, Algo: FedRP (m=100), data_type: IID: train_accuracy=1.4320, test_accuracy=1.1300, train_loss=68144018866.8314, test_loss=623456746890.8544
2025-11-25 00:02:06,356:INFO:Epoch 26, client_count 10, Algo: FedRP (m=100), data_type: IID: train_accuracy=1.3860, test_accuracy=2.1600, train_loss=418461967701.7703, test_loss=3312995974040.7808
2025-11-25 00:03:16,482:INFO:Epoch 27, client_count 10, Algo: FedRP (m=100), data_type: IID: train_accuracy=1.1940, test_accuracy=1.8100, train_loss=2880968914622.2183, test_loss=20997401558489.4961
2025-11-25 00:04:26,559:INFO:Epoch 28, client_count 10, Algo: FedRP (m=100), data_type: IID: train_accuracy=1.4480, test_accuracy=1.1500, train_loss=20715946889927.7227, test_loss=200214165029755.2812
2025-11-25 00:05:36,815:INFO:Epoch 29, client_count 10, Algo: FedRP (m=100), data_type: IID: train_accuracy=1.4480, test_accuracy=1.1000, train_loss=140592809520440.2969, test_loss=1569082021665099.0000
2025-11-25 00:06:46,853:INFO:Epoch 30, client_count 10, Algo: FedRP (m=100), data_type: IID: train_accuracy=1.3820, test_accuracy=0.9800, train_loss=991411112504406.7500, test_loss=8745351280422656.0000
2025-11-25 00:06:46,862:INFO:=== Summary for FedRP (m=100) (IID) ===
2025-11-25 00:06:46,862:INFO:Training time: 2123.69s, Final accuracy: 0.98%, Total comm cost: 3.00e+04, Convergence epoch: None

2025-11-25 10:05:22,979:INFO:Epoch 1, client_count 10, Algo: FedAvg, data_type: IID: train_accuracy=3.4800, test_accuracy=1.9700, train_loss=0.0708, test_loss=0.2829
2025-11-25 10:06:05,257:INFO:Epoch 2, client_count 10, Algo: FedAvg, data_type: IID: train_accuracy=6.0460, test_accuracy=9.6600, train_loss=0.0654, test_loss=0.2421
2025-11-25 10:06:48,034:INFO:Epoch 3, client_count 10, Algo: FedAvg, data_type: IID: train_accuracy=9.1260, test_accuracy=11.7200, train_loss=0.0615, test_loss=0.2349
2025-11-25 10:07:29,898:INFO:Epoch 4, client_count 10, Algo: FedAvg, data_type: IID: train_accuracy=11.9680, test_accuracy=15.0100, train_loss=0.0585, test_loss=0.2195
2025-11-25 10:08:07,672:INFO:Epoch 5, client_count 10, Algo: FedAvg, data_type: IID: train_accuracy=14.8760, test_accuracy=20.5200, train_loss=0.0559, test_loss=0.2042
2025-11-25 10:08:44,597:INFO:Epoch 6, client_count 10, Algo: FedAvg, data_type: IID: train_accuracy=17.3780, test_accuracy=19.0800, train_loss=0.0535, test_loss=0.2066
2025-11-25 10:09:21,285:INFO:Epoch 7, client_count 10, Algo: FedAvg, data_type: IID: train_accuracy=19.6740, test_accuracy=23.1000, train_loss=0.0516, test_loss=0.1961
2025-11-25 10:09:58,226:INFO:Epoch 8, client_count 10, Algo: FedAvg, data_type: IID: train_accuracy=21.5280, test_accuracy=24.5200, train_loss=0.0496, test_loss=0.1901
2025-11-25 10:10:35,114:INFO:Epoch 9, client_count 10, Algo: FedAvg, data_type: IID: train_accuracy=23.6140, test_accuracy=27.9900, train_loss=0.0480, test_loss=0.1799
2025-11-25 10:11:11,986:INFO:Epoch 10, client_count 10, Algo: FedAvg, data_type: IID: train_accuracy=25.8980, test_accuracy=29.2000, train_loss=0.0462, test_loss=0.1760
2025-11-25 10:11:48,878:INFO:Epoch 11, client_count 10, Algo: FedAvg, data_type: IID: train_accuracy=27.8600, test_accuracy=30.0900, train_loss=0.0445, test_loss=0.1746
2025-11-25 10:12:26,087:INFO:Epoch 12, client_count 10, Algo: FedAvg, data_type: IID: train_accuracy=29.7180, test_accuracy=31.8900, train_loss=0.0429, test_loss=0.1687
2025-11-25 10:13:03,070:INFO:Epoch 13, client_count 10, Algo: FedAvg, data_type: IID: train_accuracy=31.9000, test_accuracy=32.2700, train_loss=0.0413, test_loss=0.1653
2025-11-25 10:13:40,260:INFO:Epoch 14, client_count 10, Algo: FedAvg, data_type: IID: train_accuracy=33.8440, test_accuracy=33.5300, train_loss=0.0399, test_loss=0.1607
2025-11-25 10:14:17,923:INFO:Epoch 15, client_count 10, Algo: FedAvg, data_type: IID: train_accuracy=36.1280, test_accuracy=34.4900, train_loss=0.0384, test_loss=0.1594
2025-11-25 10:14:55,720:INFO:Epoch 16, client_count 10, Algo: FedAvg, data_type: IID: train_accuracy=37.8940, test_accuracy=35.6900, train_loss=0.0369, test_loss=0.1536
2025-11-25 10:15:33,332:INFO:Epoch 17, client_count 10, Algo: FedAvg, data_type: IID: train_accuracy=39.6660, test_accuracy=37.9100, train_loss=0.0355, test_loss=0.1494
2025-11-25 10:16:10,931:INFO:Epoch 18, client_count 10, Algo: FedAvg, data_type: IID: train_accuracy=41.7580, test_accuracy=39.4600, train_loss=0.0342, test_loss=0.1455
2025-11-25 10:16:48,654:INFO:Epoch 19, client_count 10, Algo: FedAvg, data_type: IID: train_accuracy=43.6720, test_accuracy=38.7600, train_loss=0.0330, test_loss=0.1458
2025-11-25 10:17:26,132:INFO:Epoch 20, client_count 10, Algo: FedAvg, data_type: IID: train_accuracy=45.6060, test_accuracy=38.5200, train_loss=0.0316, test_loss=0.1497
2025-11-25 10:18:03,038:INFO:Epoch 21, client_count 10, Algo: FedAvg, data_type: IID: train_accuracy=47.3560, test_accuracy=40.5200, train_loss=0.0301, test_loss=0.1462
2025-11-25 10:18:39,889:INFO:Epoch 22, client_count 10, Algo: FedAvg, data_type: IID: train_accuracy=49.6420, test_accuracy=40.7000, train_loss=0.0289, test_loss=0.1423
2025-11-25 10:19:16,569:INFO:Epoch 23, client_count 10, Algo: FedAvg, data_type: IID: train_accuracy=51.5460, test_accuracy=43.1900, train_loss=0.0277, test_loss=0.1345
2025-11-25 10:19:53,583:INFO:Epoch 24, client_count 10, Algo: FedAvg, data_type: IID: train_accuracy=53.5400, test_accuracy=42.1400, train_loss=0.0265, test_loss=0.1400
2025-11-25 10:20:30,410:INFO:Epoch 25, client_count 10, Algo: FedAvg, data_type: IID: train_accuracy=55.3420, test_accuracy=41.8300, train_loss=0.0253, test_loss=0.1451
2025-11-25 10:21:07,459:INFO:Epoch 26, client_count 10, Algo: FedAvg, data_type: IID: train_accuracy=57.5400, test_accuracy=43.9000, train_loss=0.0240, test_loss=0.1352
2025-11-25 10:21:44,452:INFO:Epoch 27, client_count 10, Algo: FedAvg, data_type: IID: train_accuracy=59.6560, test_accuracy=44.9200, train_loss=0.0227, test_loss=0.1324
2025-11-25 10:22:21,341:INFO:Epoch 28, client_count 10, Algo: FedAvg, data_type: IID: train_accuracy=61.6400, test_accuracy=42.7300, train_loss=0.0216, test_loss=0.1430
2025-11-25 10:22:58,237:INFO:Epoch 29, client_count 10, Algo: FedAvg, data_type: IID: train_accuracy=63.3840, test_accuracy=41.0400, train_loss=0.0204, test_loss=0.1538
2025-11-25 10:23:35,183:INFO:Epoch 30, client_count 10, Algo: FedAvg, data_type: IID: train_accuracy=65.5480, test_accuracy=43.5100, train_loss=0.0192, test_loss=0.1427
2025-11-25 10:23:35,184:INFO:=== Summary for FedAvg (IID) ===
2025-11-25 10:23:35,184:INFO:Training time: 1134.38s, Final accuracy: 43.51%, Total comm cost: 3.37e+09, Convergence epoch: 11
2025-11-25 10:25:01,121:INFO:Epoch 1, client_count 10, Algo: FedAvgDP, data_type: IID: train_accuracy=3.5700, test_accuracy=1.0000, train_loss=0.0708, test_loss=0.2904
2025-11-25 10:25:38,207:INFO:Epoch 2, client_count 10, Algo: FedAvgDP, data_type: IID: train_accuracy=6.5200, test_accuracy=9.7900, train_loss=0.0646, test_loss=0.2418
2025-11-25 10:26:15,143:INFO:Epoch 3, client_count 10, Algo: FedAvgDP, data_type: IID: train_accuracy=9.5640, test_accuracy=14.4000, train_loss=0.0606, test_loss=0.2253
2025-11-25 10:26:52,087:INFO:Epoch 4, client_count 10, Algo: FedAvgDP, data_type: IID: train_accuracy=12.3620, test_accuracy=17.3400, train_loss=0.0579, test_loss=0.2146
2025-11-25 10:27:29,028:INFO:Epoch 5, client_count 10, Algo: FedAvgDP, data_type: IID: train_accuracy=15.0900, test_accuracy=19.2100, train_loss=0.0554, test_loss=0.2087
2025-11-25 10:28:06,059:INFO:Epoch 6, client_count 10, Algo: FedAvgDP, data_type: IID: train_accuracy=17.5520, test_accuracy=21.4900, train_loss=0.0531, test_loss=0.1991
2025-11-25 10:28:43,051:INFO:Epoch 7, client_count 10, Algo: FedAvgDP, data_type: IID: train_accuracy=19.9500, test_accuracy=23.2300, train_loss=0.0511, test_loss=0.1913
2025-11-25 10:29:19,961:INFO:Epoch 8, client_count 10, Algo: FedAvgDP, data_type: IID: train_accuracy=22.0240, test_accuracy=24.8200, train_loss=0.0491, test_loss=0.1875
2025-11-25 10:29:56,888:INFO:Epoch 9, client_count 10, Algo: FedAvgDP, data_type: IID: train_accuracy=24.6160, test_accuracy=26.0600, train_loss=0.0473, test_loss=0.1849
2025-11-25 10:30:33,828:INFO:Epoch 10, client_count 10, Algo: FedAvgDP, data_type: IID: train_accuracy=26.7840, test_accuracy=28.9600, train_loss=0.0453, test_loss=0.1756
2025-11-25 10:31:10,742:INFO:Epoch 11, client_count 10, Algo: FedAvgDP, data_type: IID: train_accuracy=28.9700, test_accuracy=31.5800, train_loss=0.0436, test_loss=0.1661
2025-11-25 10:31:47,666:INFO:Epoch 12, client_count 10, Algo: FedAvgDP, data_type: IID: train_accuracy=30.9860, test_accuracy=33.4700, train_loss=0.0419, test_loss=0.1617
2025-11-25 10:32:24,685:INFO:Epoch 13, client_count 10, Algo: FedAvgDP, data_type: IID: train_accuracy=33.0860, test_accuracy=32.7600, train_loss=0.0402, test_loss=0.1634
2025-11-25 10:33:01,587:INFO:Epoch 14, client_count 10, Algo: FedAvgDP, data_type: IID: train_accuracy=35.2280, test_accuracy=35.6300, train_loss=0.0387, test_loss=0.1547
2025-11-25 10:33:38,634:INFO:Epoch 15, client_count 10, Algo: FedAvgDP, data_type: IID: train_accuracy=37.5660, test_accuracy=38.0200, train_loss=0.0371, test_loss=0.1468
2025-11-25 10:34:15,509:INFO:Epoch 16, client_count 10, Algo: FedAvgDP, data_type: IID: train_accuracy=39.3580, test_accuracy=37.9200, train_loss=0.0357, test_loss=0.1478
2025-11-25 10:34:52,531:INFO:Epoch 17, client_count 10, Algo: FedAvgDP, data_type: IID: train_accuracy=41.5280, test_accuracy=34.8500, train_loss=0.0344, test_loss=0.1559
2025-11-25 10:35:29,416:INFO:Epoch 18, client_count 10, Algo: FedAvgDP, data_type: IID: train_accuracy=43.2360, test_accuracy=39.8500, train_loss=0.0330, test_loss=0.1410
2025-11-25 10:36:06,368:INFO:Epoch 19, client_count 10, Algo: FedAvgDP, data_type: IID: train_accuracy=45.0320, test_accuracy=42.8800, train_loss=0.0318, test_loss=0.1346
2025-11-25 10:36:43,255:INFO:Epoch 20, client_count 10, Algo: FedAvgDP, data_type: IID: train_accuracy=46.8620, test_accuracy=40.9000, train_loss=0.0307, test_loss=0.1370
2025-11-25 10:37:20,133:INFO:Epoch 21, client_count 10, Algo: FedAvgDP, data_type: IID: train_accuracy=48.6860, test_accuracy=41.7400, train_loss=0.0296, test_loss=0.1349
2025-11-25 10:37:57,020:INFO:Epoch 22, client_count 10, Algo: FedAvgDP, data_type: IID: train_accuracy=50.3000, test_accuracy=42.9600, train_loss=0.0286, test_loss=0.1320
2025-11-25 10:38:34,088:INFO:Epoch 23, client_count 10, Algo: FedAvgDP, data_type: IID: train_accuracy=51.8260, test_accuracy=44.8500, train_loss=0.0276, test_loss=0.1274
2025-11-25 10:39:11,131:INFO:Epoch 24, client_count 10, Algo: FedAvgDP, data_type: IID: train_accuracy=53.4180, test_accuracy=42.5800, train_loss=0.0266, test_loss=0.1367
2025-11-25 10:39:48,265:INFO:Epoch 25, client_count 10, Algo: FedAvgDP, data_type: IID: train_accuracy=55.2140, test_accuracy=43.7800, train_loss=0.0257, test_loss=0.1312
2025-11-25 10:40:25,330:INFO:Epoch 26, client_count 10, Algo: FedAvgDP, data_type: IID: train_accuracy=56.5980, test_accuracy=46.1300, train_loss=0.0247, test_loss=0.1248
2025-11-25 10:41:02,477:INFO:Epoch 27, client_count 10, Algo: FedAvgDP, data_type: IID: train_accuracy=58.5720, test_accuracy=47.6300, train_loss=0.0237, test_loss=0.1207
2025-11-25 10:41:39,502:INFO:Epoch 28, client_count 10, Algo: FedAvgDP, data_type: IID: train_accuracy=59.7140, test_accuracy=46.0700, train_loss=0.0229, test_loss=0.1269
2025-11-25 10:42:16,496:INFO:Epoch 29, client_count 10, Algo: FedAvgDP, data_type: IID: train_accuracy=61.1680, test_accuracy=46.3100, train_loss=0.0220, test_loss=0.1261
2025-11-25 10:42:53,421:INFO:Epoch 30, client_count 10, Algo: FedAvgDP, data_type: IID: train_accuracy=62.9140, test_accuracy=47.0800, train_loss=0.0211, test_loss=0.1209
2025-11-25 10:42:53,422:INFO:=== Summary for FedAvgDP (IID) ===
2025-11-25 10:42:53,423:INFO:Training time: 1109.32s, Final accuracy: 47.08%, Total comm cost: 3.37e+09, Convergence epoch: 11
2025-11-25 10:44:24,476:INFO:Epoch 1, client_count 10, Algo: FedADMM, data_type: IID: train_accuracy=3.6240, test_accuracy=1.0000, train_loss=0.0707, test_loss=0.2890
2025-11-25 10:45:06,037:INFO:Epoch 2, client_count 10, Algo: FedADMM, data_type: IID: train_accuracy=7.7780, test_accuracy=1.0000, train_loss=0.0637, test_loss=0.2901
2025-11-25 10:45:47,579:INFO:Epoch 3, client_count 10, Algo: FedADMM, data_type: IID: train_accuracy=11.5520, test_accuracy=1.0000, train_loss=0.0593, test_loss=0.2905
2025-11-25 10:46:29,058:INFO:Epoch 4, client_count 10, Algo: FedADMM, data_type: IID: train_accuracy=15.7500, test_accuracy=1.0000, train_loss=0.0552, test_loss=0.2909
2025-11-25 10:47:10,496:INFO:Epoch 5, client_count 10, Algo: FedADMM, data_type: IID: train_accuracy=19.8300, test_accuracy=1.0000, train_loss=0.0516, test_loss=0.2910
2025-11-25 10:47:51,956:INFO:Epoch 6, client_count 10, Algo: FedADMM, data_type: IID: train_accuracy=24.0120, test_accuracy=1.0000, train_loss=0.0477, test_loss=0.2910
2025-11-25 10:48:33,494:INFO:Epoch 7, client_count 10, Algo: FedADMM, data_type: IID: train_accuracy=28.8300, test_accuracy=1.0000, train_loss=0.0441, test_loss=0.2907
2025-11-25 10:49:14,903:INFO:Epoch 8, client_count 10, Algo: FedADMM, data_type: IID: train_accuracy=34.4240, test_accuracy=1.0000, train_loss=0.0400, test_loss=0.2905
2025-11-25 10:49:56,292:INFO:Epoch 9, client_count 10, Algo: FedADMM, data_type: IID: train_accuracy=40.8020, test_accuracy=1.0000, train_loss=0.0357, test_loss=0.2900
2025-11-25 10:50:37,868:INFO:Epoch 10, client_count 10, Algo: FedADMM, data_type: IID: train_accuracy=47.2860, test_accuracy=1.0000, train_loss=0.0314, test_loss=0.2901
2025-11-25 10:51:20,257:INFO:Epoch 11, client_count 10, Algo: FedADMM, data_type: IID: train_accuracy=55.1080, test_accuracy=1.0000, train_loss=0.0267, test_loss=0.2898
2025-11-25 10:52:02,718:INFO:Epoch 12, client_count 10, Algo: FedADMM, data_type: IID: train_accuracy=63.3980, test_accuracy=1.0000, train_loss=0.0220, test_loss=0.2896
2025-11-25 10:52:44,234:INFO:Epoch 13, client_count 10, Algo: FedADMM, data_type: IID: train_accuracy=71.9460, test_accuracy=1.0000, train_loss=0.0173, test_loss=0.2897
2025-11-25 10:53:25,731:INFO:Epoch 14, client_count 10, Algo: FedADMM, data_type: IID: train_accuracy=78.0940, test_accuracy=1.0000, train_loss=0.0140, test_loss=0.2895
2025-11-25 10:54:07,376:INFO:Epoch 15, client_count 10, Algo: FedADMM, data_type: IID: train_accuracy=85.1920, test_accuracy=1.0000, train_loss=0.0099, test_loss=0.2896
2025-11-25 10:54:50,348:INFO:Epoch 16, client_count 10, Algo: FedADMM, data_type: IID: train_accuracy=90.4420, test_accuracy=1.0000, train_loss=0.0070, test_loss=0.2899
2025-11-25 10:55:32,040:INFO:Epoch 17, client_count 10, Algo: FedADMM, data_type: IID: train_accuracy=94.4220, test_accuracy=1.0000, train_loss=0.0046, test_loss=0.2902
2025-11-25 10:56:13,699:INFO:Epoch 18, client_count 10, Algo: FedADMM, data_type: IID: train_accuracy=94.2840, test_accuracy=1.0000, train_loss=0.0046, test_loss=0.2900
2025-11-25 10:56:55,410:INFO:Epoch 19, client_count 10, Algo: FedADMM, data_type: IID: train_accuracy=97.1000, test_accuracy=1.0000, train_loss=0.0027, test_loss=0.2898
2025-11-25 10:57:37,104:INFO:Epoch 20, client_count 10, Algo: FedADMM, data_type: IID: train_accuracy=97.2020, test_accuracy=1.0000, train_loss=0.0025, test_loss=0.2898
2025-11-25 10:58:18,703:INFO:Epoch 21, client_count 10, Algo: FedADMM, data_type: IID: train_accuracy=98.4480, test_accuracy=1.0000, train_loss=0.0017, test_loss=0.2899
2025-11-25 10:59:00,183:INFO:Epoch 22, client_count 10, Algo: FedADMM, data_type: IID: train_accuracy=99.0520, test_accuracy=1.0000, train_loss=0.0012, test_loss=0.2899
2025-11-25 10:59:41,914:INFO:Epoch 23, client_count 10, Algo: FedADMM, data_type: IID: train_accuracy=99.1820, test_accuracy=1.0000, train_loss=0.0011, test_loss=0.2900
2025-11-25 11:00:23,179:INFO:Epoch 24, client_count 10, Algo: FedADMM, data_type: IID: train_accuracy=99.0160, test_accuracy=1.0000, train_loss=0.0011, test_loss=0.2899
2025-11-25 11:01:04,640:INFO:Epoch 25, client_count 10, Algo: FedADMM, data_type: IID: train_accuracy=99.4640, test_accuracy=1.0000, train_loss=0.0007, test_loss=0.2900
2025-11-25 11:01:46,157:INFO:Epoch 26, client_count 10, Algo: FedADMM, data_type: IID: train_accuracy=99.1160, test_accuracy=0.9100, train_loss=0.0010, test_loss=0.2900
2025-11-25 11:02:27,212:INFO:Epoch 27, client_count 10, Algo: FedADMM, data_type: IID: train_accuracy=97.9260, test_accuracy=1.0000, train_loss=0.0018, test_loss=0.2901
2025-11-25 11:03:08,321:INFO:Epoch 28, client_count 10, Algo: FedADMM, data_type: IID: train_accuracy=98.8620, test_accuracy=1.0000, train_loss=0.0012, test_loss=0.2902
2025-11-25 11:03:49,482:INFO:Epoch 29, client_count 10, Algo: FedADMM, data_type: IID: train_accuracy=99.1500, test_accuracy=1.0000, train_loss=0.0010, test_loss=0.2900
2025-11-25 11:04:30,580:INFO:Epoch 30, client_count 10, Algo: FedADMM, data_type: IID: train_accuracy=98.3320, test_accuracy=1.0000, train_loss=0.0015, test_loss=0.2900
2025-11-25 11:04:30,580:INFO:=== Summary for FedADMM (IID) ===
2025-11-25 11:04:30,581:INFO:Training time: 1247.69s, Final accuracy: 1.00%, Total comm cost: 3.37e+09, Convergence epoch: None
2025-11-25 11:05:59,346:INFO:Epoch 1, client_count 10, Algo: FedRP (m=10), data_type: IID: train_accuracy=3.3860, test_accuracy=1.5600, train_loss=0.0709, test_loss=0.4939
2025-11-25 11:06:40,309:INFO:Epoch 2, client_count 10, Algo: FedRP (m=10), data_type: IID: train_accuracy=6.7640, test_accuracy=2.9300, train_loss=0.0657, test_loss=0.4867
2025-11-25 11:07:21,353:INFO:Epoch 3, client_count 10, Algo: FedRP (m=10), data_type: IID: train_accuracy=9.6220, test_accuracy=2.4500, train_loss=0.0616, test_loss=0.4825
2025-11-25 11:08:02,277:INFO:Epoch 4, client_count 10, Algo: FedRP (m=10), data_type: IID: train_accuracy=12.4280, test_accuracy=2.4700, train_loss=0.0593, test_loss=0.4893
2025-11-25 11:08:43,297:INFO:Epoch 5, client_count 10, Algo: FedRP (m=10), data_type: IID: train_accuracy=14.7420, test_accuracy=1.7100, train_loss=0.0571, test_loss=0.7876
2025-11-25 11:09:24,438:INFO:Epoch 6, client_count 10, Algo: FedRP (m=10), data_type: IID: train_accuracy=16.4380, test_accuracy=3.7800, train_loss=0.0552, test_loss=0.7199
2025-11-25 11:10:05,634:INFO:Epoch 7, client_count 10, Algo: FedRP (m=10), data_type: IID: train_accuracy=18.5200, test_accuracy=2.8800, train_loss=0.0535, test_loss=0.4791
2025-11-25 11:10:46,985:INFO:Epoch 8, client_count 10, Algo: FedRP (m=10), data_type: IID: train_accuracy=19.9820, test_accuracy=4.7700, train_loss=0.0523, test_loss=0.4169
2025-11-25 11:11:28,333:INFO:Epoch 9, client_count 10, Algo: FedRP (m=10), data_type: IID: train_accuracy=21.7980, test_accuracy=3.9000, train_loss=0.0514, test_loss=0.5258
2025-11-25 11:12:09,326:INFO:Epoch 10, client_count 10, Algo: FedRP (m=10), data_type: IID: train_accuracy=22.9860, test_accuracy=7.3300, train_loss=0.0511, test_loss=0.3770
2025-11-25 11:12:50,628:INFO:Epoch 11, client_count 10, Algo: FedRP (m=10), data_type: IID: train_accuracy=24.7980, test_accuracy=4.6500, train_loss=0.0500, test_loss=0.6057
2025-11-25 11:13:31,862:INFO:Epoch 12, client_count 10, Algo: FedRP (m=10), data_type: IID: train_accuracy=25.2640, test_accuracy=5.9600, train_loss=0.0504, test_loss=0.6261
2025-11-25 11:14:12,894:INFO:Epoch 13, client_count 10, Algo: FedRP (m=10), data_type: IID: train_accuracy=26.6400, test_accuracy=4.9800, train_loss=0.0500, test_loss=0.5330
2025-11-25 11:14:54,044:INFO:Epoch 14, client_count 10, Algo: FedRP (m=10), data_type: IID: train_accuracy=27.2940, test_accuracy=3.4000, train_loss=0.0500, test_loss=0.7236
2025-11-25 11:15:35,199:INFO:Epoch 15, client_count 10, Algo: FedRP (m=10), data_type: IID: train_accuracy=27.5280, test_accuracy=12.3700, train_loss=0.0510, test_loss=0.3675
2025-11-25 11:16:16,275:INFO:Epoch 16, client_count 10, Algo: FedRP (m=10), data_type: IID: train_accuracy=29.2620, test_accuracy=5.0900, train_loss=0.0497, test_loss=0.5471
2025-11-25 11:16:57,248:INFO:Epoch 17, client_count 10, Algo: FedRP (m=10), data_type: IID: train_accuracy=29.2100, test_accuracy=6.3200, train_loss=0.0504, test_loss=0.6155
2025-11-25 11:17:38,129:INFO:Epoch 18, client_count 10, Algo: FedRP (m=10), data_type: IID: train_accuracy=29.3980, test_accuracy=16.3600, train_loss=0.0506, test_loss=0.3388
2025-11-25 11:18:19,064:INFO:Epoch 19, client_count 10, Algo: FedRP (m=10), data_type: IID: train_accuracy=30.7080, test_accuracy=7.6500, train_loss=0.0499, test_loss=0.5688
2025-11-25 11:19:00,060:INFO:Epoch 20, client_count 10, Algo: FedRP (m=10), data_type: IID: train_accuracy=29.2400, test_accuracy=11.5000, train_loss=0.0517, test_loss=0.4485
2025-11-25 11:19:41,102:INFO:Epoch 21, client_count 10, Algo: FedRP (m=10), data_type: IID: train_accuracy=30.1540, test_accuracy=23.5000, train_loss=0.0506, test_loss=0.2438
2025-11-25 11:20:22,050:INFO:Epoch 22, client_count 10, Algo: FedRP (m=10), data_type: IID: train_accuracy=30.4380, test_accuracy=17.6000, train_loss=0.0504, test_loss=0.3066
2025-11-25 11:21:03,036:INFO:Epoch 23, client_count 10, Algo: FedRP (m=10), data_type: IID: train_accuracy=30.0340, test_accuracy=24.8600, train_loss=0.0510, test_loss=0.2395
2025-11-25 11:21:44,198:INFO:Epoch 24, client_count 10, Algo: FedRP (m=10), data_type: IID: train_accuracy=30.0800, test_accuracy=25.3900, train_loss=0.0509, test_loss=0.2395
2025-11-25 11:22:25,304:INFO:Epoch 25, client_count 10, Algo: FedRP (m=10), data_type: IID: train_accuracy=30.5940, test_accuracy=23.7000, train_loss=0.0510, test_loss=0.2496
2025-11-25 11:23:06,248:INFO:Epoch 26, client_count 10, Algo: FedRP (m=10), data_type: IID: train_accuracy=30.0500, test_accuracy=25.3400, train_loss=0.0513, test_loss=0.2378
2025-11-25 11:23:47,209:INFO:Epoch 27, client_count 10, Algo: FedRP (m=10), data_type: IID: train_accuracy=30.0740, test_accuracy=25.3400, train_loss=0.0512, test_loss=0.2403
2025-11-25 11:24:28,302:INFO:Epoch 28, client_count 10, Algo: FedRP (m=10), data_type: IID: train_accuracy=30.0160, test_accuracy=25.1000, train_loss=0.0515, test_loss=0.2426
2025-11-25 11:25:09,303:INFO:Epoch 29, client_count 10, Algo: FedRP (m=10), data_type: IID: train_accuracy=29.8900, test_accuracy=24.4500, train_loss=0.0516, test_loss=0.2474
2025-11-25 11:25:50,650:INFO:Epoch 30, client_count 10, Algo: FedRP (m=10), data_type: IID: train_accuracy=30.0860, test_accuracy=22.8300, train_loss=0.0516, test_loss=0.2600
2025-11-25 11:25:50,651:INFO:=== Summary for FedRP (m=10) (IID) ===
2025-11-25 11:25:50,651:INFO:Training time: 1233.07s, Final accuracy: 22.83%, Total comm cost: 3.00e+03, Convergence epoch: None

2025-11-25 12:47:43,236:INFO:Epoch 1, client_count 10, Algo: FedRP (m=100), data_type: IID: train_accuracy=3.6760, test_accuracy=2.8400, train_loss=0.0705, test_loss=0.4184
2025-11-25 12:48:58,889:INFO:Epoch 2, client_count 10, Algo: FedRP (m=100), data_type: IID: train_accuracy=7.3540, test_accuracy=3.1500, train_loss=0.0643, test_loss=0.4411
2025-11-25 12:50:17,614:INFO:Epoch 3, client_count 10, Algo: FedRP (m=100), data_type: IID: train_accuracy=10.3660, test_accuracy=3.3100, train_loss=0.0612, test_loss=0.4222
2025-11-25 12:51:37,176:INFO:Epoch 4, client_count 10, Algo: FedRP (m=100), data_type: IID: train_accuracy=12.8000, test_accuracy=4.1800, train_loss=0.0584, test_loss=0.4064
2025-11-25 12:52:53,442:INFO:Epoch 5, client_count 10, Algo: FedRP (m=100), data_type: IID: train_accuracy=15.3080, test_accuracy=2.4900, train_loss=0.0563, test_loss=0.5840
2025-11-25 12:54:06,861:INFO:Epoch 6, client_count 10, Algo: FedRP (m=100), data_type: IID: train_accuracy=17.3520, test_accuracy=4.3500, train_loss=0.0546, test_loss=0.4337
2025-11-25 12:55:20,677:INFO:Epoch 7, client_count 10, Algo: FedRP (m=100), data_type: IID: train_accuracy=19.7040, test_accuracy=4.4700, train_loss=0.0529, test_loss=0.4014
2025-11-25 12:56:35,548:INFO:Epoch 8, client_count 10, Algo: FedRP (m=100), data_type: IID: train_accuracy=21.5660, test_accuracy=2.3000, train_loss=0.0516, test_loss=0.6509
2025-11-25 12:57:49,551:INFO:Epoch 9, client_count 10, Algo: FedRP (m=100), data_type: IID: train_accuracy=22.8380, test_accuracy=2.3600, train_loss=0.0511, test_loss=0.6792
2025-11-25 12:59:02,608:INFO:Epoch 10, client_count 10, Algo: FedRP (m=100), data_type: IID: train_accuracy=23.9880, test_accuracy=9.9800, train_loss=0.0505, test_loss=0.3371
2025-11-25 13:00:15,879:INFO:Epoch 11, client_count 10, Algo: FedRP (m=100), data_type: IID: train_accuracy=25.7720, test_accuracy=3.7500, train_loss=0.0495, test_loss=0.6309
